fault_id,pump_id,sample_id,state,AC1,GYR,CTB,CTR,CV1,VRY,PRS,SMG,WTF
30000000001_,2,4,air,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023\AC1 Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023\GYR Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023\CTB Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023\CTR Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023\CV1 Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023\VRY Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023\SMG Multi - TiltedRotor_WindingDataLV3_2_4_In air_ Aug  8 12_56_13 2023.csv,
30000000001_,2,4,water,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023\AC1 Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023\GYR Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023\CTB Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023\CTR Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023\CV1 Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023\VRY Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023\PRS Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023\SMG Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023\WTF Multi - TiltedRotor_WindingDataLV3_2_4_In water_ Aug  8 12_53_21 2023.csv
30000000001_,2,5,air,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023\AC1 Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023\GYR Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023\CTB Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023\CTR Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023\CV1 Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023\VRY Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023\SMG Multi - TiltedRotor_WindingDataLV3_2_5_In air_ Aug  8 13_00_54 2023.csv,
30000000001_,2,5,water,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023\AC1 Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023\GYR Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023\CTB Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023\CTR Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023\CV1 Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023\VRY Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023\PRS Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023\SMG Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023\WTF Multi - TiltedRotor_WindingDataLV3_2_5_In water_ Aug  8 12_57_57 2023.csv
30000000001_,3,1,air,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_1_In air_ Aug  8 13_10_34 2023.csv,
30000000001_,3,1,water,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023\PRS Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023\WTF Multi - TiltedRotor_WindingDataLV3_3_1_In water_ Aug  8 13_07_11 2023.csv
30000000001_,3,2,air,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_2_In air_ Aug  8 13_54_45 2023.csv,
30000000001_,3,2,water,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023\PRS Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023\WTF Multi - TiltedRotor_WindingDataLV3_3_2_In water_ Aug  8 13_56_19 2023.csv
30000000001_,3,3,air,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_3_In air_ Aug  8 14_00_34 2023.csv,
30000000001_,3,3,water,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023\PRS Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023\WTF Multi - TiltedRotor_WindingDataLV3_3_3_In water_ Aug  8 14_02_20 2023.csv
30000000001_,3,4,air,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_4_In air_ Aug  8 14_05_12 2023.csv,
30000000001_,3,4,water,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023\PRS Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023\WTF Multi - TiltedRotor_WindingDataLV3_3_4_In water_ Aug  8 14_06_49 2023.csv
30000000001_,3,5,air,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023.csv,,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_5_In air_ Aug  8 14_09_56 2023.csv,
30000000001_,3,5,water,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023\AC1 Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023\GYR Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023\CTB Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023\CTR Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023\CV1 Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023\VRY Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023\PRS Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023\SMG Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023.csv,D:\VGuard Ahemedebad Data\Primary_20230808\Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023\WTF Multi - TiltedRotor_WindingDataLV3_3_5_In water_ Aug  8 14_11_20 2023.csv
