0,1,2,3,4,key
74953,727114,1266755,1898249,2575670,20000001000_2_4_SMG
1632,15832,27582,41332,56082,20000001000_2_4_PRS
32873,318899,555575,832537,1129641,20000001000_2_4_AC1
1632,15832,27582,41332,56082,20000001000_2_4_WTF
44063,427447,744684,1115918,1514152,20000001000_2_4_CV1
34745,337061,587216,879951,1193975,20000001000_2_4_GYR
79059,766949,1336153,2002243,2716776,20000001000_2_4_CTR
79699,773152,1346960,2018437,2738750,20000001000_2_4_CTB
44538,432057,752715,1127953,1530481,20000001000_2_4_VRY
49201,683157,1179296,1804065,2346143,20000001000_2_5_SMG
1071,14871,25671,39271,51072,20000001000_2_5_PRS
20942,294857,509225,779171,1013388,20000001000_2_5_AC1
1071,14871,25671,39271,51072,20000001000_2_5_WTF
28484,401043,692612,1059772,1378338,20000001000_2_5_CV1
22814,316776,546833,836535,1087894,20000001000_2_5_GYR
51921,720923,1244490,1903796,2475842,20000001000_2_5_CTR
52347,726843,1254709,1919429,2496172,20000001000_2_5_CTB
28793,405403,700141,1071293,1393322,20000001000_2_5_VRY
106665,691851,1208191,1807146,2373973,20000001000_3_1_SMG
2324,15075,26324,39375,51724,20000001000_3_1_PRS
46800,303555,530102,792898,1041597,20000001000_3_1_AC1
2324,15075,26324,39375,51724,20000001000_3_1_WTF
62620,406166,709294,1060923,1393690,20000001000_3_1_CV1
49499,321058,560668,838617,1101656,20000001000_3_1_GYR
112462,729451,1273853,1905360,2502992,20000001000_3_1_CTR
113448,735846,1285021,1922064,2524935,20000001000_3_1_CTB
63286,410482,716832,1072197,1408501,20000001000_3_1_VRY
72506,663309,1189744,1773651,2311581,20000001000_3_2_SMG
1577,14427,25877,38577,50277,20000001000_3_2_PRS
31770,290640,521307,777155,1012858,20000001000_3_2_AC1
1579,14439,25899,38609,50319,20000001000_3_2_WTF
42172,389313,698633,1041722,1357795,20000001000_3_2_CV1
33597,307355,551286,821848,1071106,20000001000_3_2_GYR
76500,699846,1255279,1871349,2438910,20000001000_3_2_CTR
77118,705500,1265421,1886468,2458613,20000001000_3_2_CTB
43044,393776,706296,1052934,1372278,20000001000_3_2_VRY
58923,662375,1178635,1747670,2323587,20000001000_3_3_SMG
1284,14434,25684,38084,50634,20000001000_3_3_PRS
25529,290268,516756,766396,1019056,20000001000_3_3_AC1
1284,14434,25684,38084,50634,20000001000_3_3_WTF
34180,388628,691863,1026095,1364371,20000001000_3_3_CV1
27303,306922,546139,809810,1076670,20000001000_3_3_GYR
62168,698848,1243536,1843904,2451534,20000001000_3_3_CTR
62671,704506,1253605,1858834,2471384,20000001000_3_3_CTB
34537,392693,699099,1036828,1378641,20000001000_3_3_VRY
24660,614740,1191044,1691579,2277068,20000001000_3_4_SMG
537,13387,25937,36838,49587,20000001000_3_4_PRS
10504,261837,507303,720497,969875,20000001000_3_4_AC1
538,13389,25941,36842,49594,20000001000_3_4_WTF
14479,360927,699288,993163,1336916,20000001000_3_4_CV1
11444,285278,552719,784998,1056701,20000001000_3_4_GYR
26000,648160,1255794,1783540,2400858,20000001000_3_4_CTR
26232,653932,1266977,1799422,2422237,20000001000_3_4_CTB
14637,364883,706953,1004049,1351569,20000001000_3_4_VRY
78526,668269,1219003,1758262,2334237,20000001000_3_5_SMG
1712,14561,26561,38311,50861,20000001000_3_5_PRS
33462,284765,519444,749235,994670,20000001000_3_5_AC1
1712,14561,26561,38311,50861,20000001000_3_5_WTF
46131,392579,716110,1032901,1371261,20000001000_3_5_CV1
36438,310089,565640,815866,1083129,20000001000_3_5_GYR
82899,705482,1286882,1856170,2464218,20000001000_3_5_CTR
83581,711292,1297481,1871458,2484515,20000001000_3_5_CTB
46633,396852,723905,1044144,1386186,20000001000_3_5_VRY
53362,657226,1162359,1727190,2305797,30000001000_1_1_SMG
1177,14328,25327,37627,50227,30000001000_1_1_PRS
23083,280970,496693,737910,985011,30000001000_1_1_AC1
1177,14325,25324,37622,50220,30000001000_1_1_WTF
31356,386183,682996,1014888,1354874,30000001000_1_1_CV1
25089,305392,539865,802049,1070628,30000001000_1_1_GYR
56972,693484,1225927,1821296,2431185,30000001000_1_1_CTR
56771,699210,1236612,1837524,2453093,30000001000_1_1_CTB
31658,389907,689582,1024674,1367939,30000001000_1_1_VRY
41841,599862,1146401,1713607,2257850,30000001000_1_2_SMG
911,13061,24961,37311,49161,30000001000_1_2_PRS
17850,255916,489082,731066,963253,30000001000_1_2_AC1
911,13061,24961,37311,49161,30000001000_1_2_WTF
24562,352141,672979,1005950,1325440,30000001000_1_2_CV1
19385,277915,531126,793912,1046058,30000001000_1_2_GYR
44127,632637,1209038,1807236,2381215,30000001000_1_2_CTR
44520,638270,1219803,1823326,2402416,30000001000_1_2_CTB
24826,355920,680202,1016747,1339667,30000001000_1_2_VRY
46733,614229,1149559,1735436,2275361,30000001000_1_3_SMG
1017,13367,25017,37767,49518,30000001000_1_3_PRS
19919,261804,489980,739699,969833,30000001000_1_3_AC1
1017,13367,25017,37767,49518,30000001000_1_3_WTF
27493,361354,676291,1020964,1338605,30000001000_1_3_CV1
21670,284815,533045,804713,1055073,30000001000_1_3_GYR
49282,647731,1212260,1830092,2399467,30000001000_1_3_CTR
49713,653399,1222868,1846107,2420464,30000001000_1_3_CTB
27751,364744,682635,1030543,1351163,30000001000_1_3_VRY
57028,667691,1179638,1753569,2290769,30000001000_1_4_SMG
1257,14557,25707,38207,49907,30000001000_1_4_PRS
24616,285070,503420,748206,977327,30000001000_1_4_AC1
1257,14557,25707,38207,49907,30000001000_1_4_WTF
33507,392303,693098,1030312,1345944,30000001000_1_4_CV1
26736,309618,546771,812638,1061489,30000001000_1_4_GYR
60844,704610,1244309,1849353,2415674,30000001000_1_4_CTR
61386,710891,1255401,1865839,2437208,30000001000_1_4_CTB
33834,396126,699853,1040353,1359062,30000001000_1_4_VRY
93291,674351,1161246,1824985,2316474,30000001000_1_5_SMG
2031,14681,25281,39731,50431,30000001000_1_5_PRS
39752,287340,494806,777625,987048,30000001000_1_5_AC1
2031,14680,25278,39726,50425,30000001000_1_5_WTF
54777,395949,681833,1071552,1360132,30000001000_1_5_CV1
43269,312768,538592,846438,1074393,30000001000_1_5_GYR
98416,711393,1225034,1925234,2443721,30000001000_1_5_CTR
99211,717140,1234930,1940785,2463460,30000001000_1_5_CTB
55345,400054,688901,1082660,1374232,30000001000_1_5_VRY
23466,602065,1164592,1694974,2271277,30000001000_2_1_SMG
511,13111,25361,36911,49461,30000001000_2_1_PRS
10001,256581,496312,722344,967946,30000001000_2_1_AC1
511,13111,25361,36911,49461,30000001000_2_1_WTF
13364,353489,684167,995948,1334724,30000001000_2_1_CV1
10893,279472,540590,786788,1054301,30000001000_2_1_GYR
24755,635136,1228562,1788077,2396036,30000001000_2_1_CTR
24962,640449,1238838,1803034,2416079,30000001000_2_1_CTB
13501,357130,691214,1006207,1348473,30000001000_2_1_VRY
67513,687102,1212606,1804659,2337047,30000001000_2_2_SMG
1472,14971,26421,39321,50922,30000001000_2_2_PRS
28803,293139,517334,769922,997054,30000001000_2_2_AC1
1472,14971,26421,39321,50922,30000001000_2_2_WTF
39693,403969,712930,1061016,1374024,30000001000_2_2_CV1
31331,318863,562732,837485,1084549,30000001000_2_2_GYR
71215,724781,1279101,1903620,2465202,30000001000_2_2_CTR
71837,731114,1290278,1920253,2486743,30000001000_2_2_CTB
40134,408455,720845,1072796,1389279,30000001000_2_2_VRY
46670,638640,1196193,1776691,2295239,30000001000_2_3_SMG
1017,13917,26068,38718,50017,30000001000_2_3_PRS
19919,272574,510540,758299,979617,30000001000_2_3_AC1
1017,13917,26068,38718,50017,30000001000_2_3_WTF
27433,375403,703143,1044369,1349180,30000001000_2_3_CV1
21661,296414,555192,824620,1065294,30000001000_2_3_GYR
48449,672784,1260821,1873057,2419955,30000001000_2_3_CTR
49652,679454,1272639,1890236,2441923,30000001000_2_3_CTB
27733,379505,710824,1055778,1363919,30000001000_2_3_VRY
83371,718858,1232754,1872830,2354607,30000001000_2_5_SMG
1817,15668,26867,40817,51317,30000001000_2_5_PRS
35588,306852,526213,799435,1005087,30000001000_2_5_AC1
1817,15668,26867,40817,51317,30000001000_2_5_WTF
49027,422726,724923,1101320,1384629,30000001000_2_5_CV1
38695,333645,572160,869239,1092847,30000001000_2_5_GYR
87975,758560,1300837,1976264,2484649,30000001000_2_5_CTR
88710,764898,1311707,1992777,2505411,30000001000_2_5_CTB
49574,427446,733018,1113619,1400092,30000001000_2_5_VRY
100600,695195,1264537,1799442,2336644,30000001000_3_1_SMG
2191,15141,27541,39191,50891,30000001000_3_1_PRS
42896,296431,539199,767283,996345,30000001000_3_1_AC1
2191,15141,27541,39191,50891,30000001000_3_1_WTF
58711,408267,742978,1057443,1373259,30000001000_3_1_CV1
46643,322322,586294,834299,1083369,30000001000_3_1_GYR
106186,733801,1334761,1899372,2466407,30000001000_3_1_CTR
107042,739718,1345523,1914687,2486293,30000001000_3_1_CTB
59319,412498,750677,1068401,1387490,30000001000_3_1_VRY
101074,757739,1228425,1797840,2360368,30000001000_3_2_SMG
2217,16517,26768,39168,51417,30000001000_3_2_PRS
43392,323276,523892,766588,1006348,30000001000_3_2_AC1
2217,16517,26768,39168,51417,30000001000_3_2_WTF
59440,445615,722419,1057283,1388097,30000001000_3_2_CV1
46930,351829,570375,834763,1095952,30000001000_3_2_GYR
106615,799278,1295768,1896399,2489765,30000001000_3_2_CTR
107577,806490,1307460,1913511,2512230,30000001000_3_2_CTB
60008,449874,729323,1067388,1401364,30000001000_3_2_VRY
100545,699408,1201902,1860421,2346854,30000001000_3_3_SMG
2191,15241,26191,40541,51141,30000001000_3_3_PRS
42837,297980,512066,792626,999868,30000001000_3_3_AC1
2191,15241,26191,40541,51141,30000001000_3_3_WTF
58727,410921,706440,1093717,1379790,30000001000_3_3_CV1
46660,324570,557760,863355,1089091,30000001000_3_3_GYR
105997,737335,1267078,1961307,2474118,30000001000_3_3_CTR
106955,743997,1278526,1979028,2496472,30000001000_3_3_CTB
59672,415087,713309,1104130,1392820,30000001000_3_3_VRY
28330,641299,1171621,1727196,2285067,30000001000_3_4_SMG
617,13967,25518,37617,49767,30000001000_3_4_PRS
12069,273183,499092,735758,973402,30000001000_3_4_AC1
617,13966,25514,37613,49761,30000001000_3_4_WTF
16651,376928,688628,1015171,1343063,30000001000_3_4_CV1
13140,297439,543406,801085,1059829,30000001000_3_4_GYR
29894,676702,1236300,1822546,2411214,30000001000_3_4_CTR
30140,682266,1246464,1837530,2431037,30000001000_3_4_CTB
16827,380910,695903,1025896,1357253,30000001000_3_4_VRY
93228,694547,1240783,1860463,2363093,30000001000_3_5_SMG
2031,15131,27031,40531,51481,30000001000_3_5_PRS
39741,296071,528920,793077,1007337,30000001000_3_5_AC1
2031,15131,27031,40531,51481,30000001000_3_5_WTF
54784,408140,729128,1093273,1388635,30000001000_3_5_CV1
43252,322228,575648,863142,1096332,30000001000_3_5_GYR
98309,732401,1308408,1961861,2491884,30000001000_3_5_CTR
99184,738921,1320056,1979327,2514069,30000001000_3_5_CTB
55324,412164,736317,1104053,1402328,30000001000_3_5_VRY
33220,641172,1145887,1737780,2276907,40000001000_1_1_SMG
724,13975,24974,37874,49624,40000001000_1_1_PRS
14177,273617,489002,741589,971659,40000001000_1_1_AC1
724,13975,24974,37874,49624,40000001000_1_1_WTF
19149,376977,674042,1022417,1339737,40000001000_1_1_CV1
15397,297179,531111,805450,1055332,40000001000_1_1_GYR
35092,677314,1210479,1835735,2405252,40000001000_1_1_CTR
35352,682331,1219446,1849335,2423071,40000001000_1_1_CTB
19361,381156,681513,1033751,1354588,40000001000_1_1_VRY
72398,657728,1291262,1858229,2521603,40000001000_1_2_SMG
1577,14328,28127,40477,54927,40000001000_1_2_PRS
30849,280262,550214,791801,1074468,40000001000_1_2_AC1
1577,14327,28127,40477,54927,40000001000_1_2_WTF
42566,386709,759192,1092538,1482566,40000001000_1_2_CV1
33553,304820,598427,861185,1168621,40000001000_1_2_GYR
76353,693665,1361814,1959758,2659378,40000001000_1_2_CTR
77003,699565,1373398,1976429,2682000,40000001000_1_2_CTB
42972,390394,766427,1102949,1496694,40000001000_1_2_VRY
52804,633138,1124013,1713522,2289268,40000001000_1_3_SMG
1151,13801,24501,37351,49901,40000001000_1_3_PRS
22525,270084,479482,730955,976556,40000001000_1_3_AC1
1151,13801,24501,37351,49901,40000001000_1_3_WTF
31030,372052,660507,1006921,1345248,40000001000_1_3_CV1
24473,293431,520930,794140,1060973,40000001000_1_3_GYR
55683,667664,1185308,1806965,2414108,40000001000_1_3_CTR
56187,673698,1196020,1823294,2435924,40000001000_1_3_CTB
31381,376261,667978,1018311,1360465,40000001000_1_3_VRY
51678,670055,1173493,1665437,2283814,40000001000_1_4_SMG
1124,14574,25524,36224,49675,40000001000_1_4_PRS
22012,285408,499845,709387,972782,40000001000_1_4_AC1
1126,14592,25556,36269,49735,40000001000_1_4_WTF
30366,393731,689556,978627,1341992,40000001000_1_4_CV1
23958,310640,544035,772102,1058783,40000001000_1_4_GYR
54518,706882,1237988,1756969,2409333,40000001000_1_4_CTR
54989,712987,1248681,1772144,2430143,40000001000_1_4_CTB
30676,397740,696576,988590,1355654,40000001000_1_4_VRY
64302,647176,1158911,1771617,2290236,40000001000_1_5_SMG
1417,14117,25268,38618,49917,40000001000_1_5_PRS
27719,276154,494267,755416,976464,40000001000_1_5_AC1
1417,14117,25268,38618,49917,40000001000_1_5_WTF
37781,380245,680913,1040906,1345619,40000001000_1_5_CV1
30193,300795,538371,822823,1063595,40000001000_1_5_GYR
68600,683426,1223214,1869507,2416557,40000001000_1_5_CTR
69163,689038,1233260,1884861,2436404,40000001000_1_5_CTB
38178,384249,688082,1051865,1359785,40000001000_1_5_VRY
47921,607906,1183956,1760006,2381957,40000001000_2_1_SMG
1044,13244,25794,38344,51894,40000001000_2_1_PRS
20445,259359,505128,750896,1016247,40000001000_2_1_AC1
1044,13244,25794,38344,51894,40000001000_2_1_WTF
28170,357358,695989,1034620,1400234,40000001000_2_1_CV1
22245,282196,549604,817012,1105727,40000001000_2_1_GYR
50589,641757,1249884,1858011,2514595,40000001000_2_1_CTR
50978,646688,1259488,1872288,2533917,40000001000_2_1_CTB
28444,360828,702748,1044668,1413832,40000001000_2_1_VRY
58891,669374,1142153,1759520,2305741,40000001000_2_2_SMG
1283,14583,24883,38333,50233,40000001000_2_2_PRS
25101,285306,486818,749957,982772,40000001000_2_2_AC1
1283,14583,24883,38333,50233,40000001000_2_2_WTF
34680,394177,672585,1036137,1357792,40000001000_2_2_CV1
27321,310537,529869,816279,1069683,40000001000_2_2_GYR
62187,706827,1206060,1857971,2434755,40000001000_2_2_CTR
62665,712261,1215332,1872255,2453473,40000001000_2_2_CTB
34989,397693,678584,1045378,1369903,40000001000_2_2_VRY
27117,600657,1132902,1828032,2305217,40000001000_2_3_SMG
591,13091,24691,39841,50241,40000001000_2_3_PRS
11568,256221,483259,779778,983330,40000001000_2_3_AC1
591,13091,24691,39841,50241,40000001000_2_3_WTF
15977,353891,667475,1077027,1358172,40000001000_2_3_CV1
12580,278641,525545,848011,1069373,40000001000_2_3_GYR
28626,634081,1195943,1929754,2433492,40000001000_2_3_CTR
28889,639905,1206927,1947478,2455843,40000001000_2_3_CTB
16118,357021,673378,1086552,1370183,40000001000_2_3_VRY
20975,668104,1195904,1769599,2345590,40000001000_2_4_SMG
457,14557,26057,38557,51107,40000001000_2_4_PRS
8935,284607,509446,753836,999204,40000001000_2_4_AC1
457,14556,26054,38552,51101,40000001000_2_4_WTF
12332,392796,703103,1040394,1379034,40000001000_2_4_CV1
9723,309704,554369,820309,1087314,40000001000_2_4_GYR
22118,704525,1261098,1866069,2473459,40000001000_2_4_CTR
22309,710610,1271990,1882186,2494823,40000001000_2_4_CTB
12445,396400,709555,1049941,1391688,40000001000_2_4_VRY
111826,703819,1289059,1894557,2297472,40000001000_2_5_SMG
2484,15635,28634,42084,51034,40000001000_2_5_PRS
48743,306779,561872,825795,1001417,40000001000_2_5_AC1
2485,15636,28638,42089,51040,40000001000_2_5_WTF
67010,421748,772440,1135271,1376709,40000001000_2_5_CV1
52897,332926,609760,896177,1086767,40000001000_2_5_GYR
120364,757556,1387479,2039207,2472884,40000001000_2_5_CTR
121406,764109,1399482,2056848,2494278,40000001000_2_5_CTB
67710,426158,780516,1147141,1391103,40000001000_2_5_VRY
56467,627550,1152764,1785772,2322453,40000001000_3_1_SMG
1231,13681,25131,38931,50631,40000001000_3_1_PRS
24101,267843,492008,762180,991239,40000001000_3_1_AC1
1231,13679,25128,38926,50624,40000001000_3_1_WTF
33213,369117,678040,1050367,1366035,40000001000_3_1_CV1
26190,291067,534669,828267,1077187,40000001000_3_1_GYR
59610,662479,1216925,1885166,2451719,40000001000_3_1_CTR
60092,667845,1226782,1900435,2471576,40000001000_3_1_CTB
33537,372716,684652,1060609,1379355,40000001000_3_1_VRY
93239,694628,1220270,1764274,2335823,40000001000_3_2_SMG
2031,15131,26581,38431,50881,40000001000_3_2_PRS
39736,296028,520040,751877,995452,40000001000_3_2_AC1
2031,15131,26581,38431,50881,40000001000_3_2_WTF
54812,408345,717349,1037148,1373139,40000001000_3_2_CV1
43205,321873,565441,817519,1082359,40000001000_3_2_GYR
98364,732808,1287341,1861247,2464212,40000001000_3_2_CTR
99171,738824,1297910,1876527,2484442,40000001000_3_2_CTB
55351,412365,724411,1047359,1386658,40000001000_3_2_VRY
81511,726691,1224927,1725458,2363750,40000001000_3_3_SMG
1791,15841,26692,37591,51491,40000001000_3_3_PRS
35045,309962,522264,735544,1007526,40000001000_3_3_AC1
1792,15844,26695,37597,51499,40000001000_3_3_WTF
47905,427086,719906,1014074,1389207,40000001000_3_3_CV1
38188,337757,569097,801503,1097874,40000001000_3_3_GYR
86895,768567,1294983,1823825,2498219,40000001000_3_3_CTR
86721,773140,1303221,1835745,2514835,40000001000_3_3_CTB
48389,431397,727173,1024311,1403230,40000001000_3_3_VRY
83991,605195,1091957,1709594,2269831,40000001000_3_4_SMG
1844,13194,23794,37244,49444,40000001000_3_4_PRS
36127,258486,466152,729652,968664,40000001000_3_4_AC1
1844,13194,23794,37244,49444,40000001000_3_4_WTF
49362,355671,641740,1004723,1333972,40000001000_3_4_CV1
39265,280941,506648,793040,1052815,40000001000_3_4_GYR
89342,639250,1152821,1804474,2395565,40000001000_3_4_CTR
90078,644514,1162314,1819333,2415291,40000001000_3_4_CTB
49882,359421,648505,1015315,1348035,40000001000_3_4_VRY
94420,681963,1205244,1772130,2343608,40000001000_3_5_SMG
2057,14858,26257,38607,51057,40000001000_3_5_PRS
40256,290750,513846,755534,999179,40000001000_3_5_AC1
2057,14858,26257,38607,51057,40000001000_3_5_WTF
55450,400496,707802,1040716,1376327,40000001000_3_5_CV1
43818,316477,559313,822387,1087590,40000001000_3_5_GYR
99622,719534,1271644,1869762,2472723,40000001000_3_5_CTR
100467,725638,1282431,1885623,2493699,40000001000_3_5_CTB
56038,404741,715305,1051749,1390917,40000001000_3_5_VRY
41823,590427,1171168,1731249,2284444,10100000000_1_1_SMG
911,12861,25511,37711,49761,10100000000_1_1_PRS
17842,256050,508212,751404,991606,10100000000_1_1_AC1
911,12860,25508,37707,49755,10100000000_1_1_WTF
24164,346776,688286,1017648,1342960,10100000000_1_1_CV1
19380,273586,542683,802207,1058541,10100000000_1_1_GYR
44108,622691,1235166,1825853,2409277,10100000000_1_1_CTR
44477,627902,1245502,1841132,2429439,10100000000_1_1_CTB
24433,350642,695960,1028994,1357933,10100000000_1_1_VRY
32012,640547,1235305,1786432,2296224,10100000000_1_2_SMG
697,13947,26897,38897,49997,10100000000_1_2_PRS
13907,278264,536637,776055,997517,10100000000_1_2_AC1
697,13947,26897,38897,49997,10100000000_1_2_WTF
18788,375943,725010,1048471,1347672,10100000000_1_2_CV1
14832,296771,572326,827667,1063858,10100000000_1_2_GYR
33761,675546,1302799,1884038,2421684,10100000000_1_2_CTR
34034,681017,1313351,1899297,2441298,10100000000_1_2_CTB
19014,380466,733734,1061087,1363888,10100000000_1_2_VRY
33056,608330,1121968,1713222,2272516,10100000000_1_3_SMG
725,13324,24574,37524,49774,10100000000_1_3_PRS
14249,262213,483611,738463,979540,10100000000_1_3_AC1
725,13324,24574,37524,49774,10100000000_1_3_WTF
19539,359570,663169,1012645,1343231,10100000000_1_3_CV1
15016,276334,509653,778230,1032289,10100000000_1_3_GYR
35064,645286,1190128,1817301,2410572,10100000000_1_3_CTR
35348,650506,1199755,1832002,2430073,10100000000_1_3_CTB
19738,363241,669940,1022985,1356946,10100000000_1_3_VRY
62627,650320,1173735,1736177,2312392,10100000000_1_4_SMG
1364,14164,25564,37814,50364,10100000000_1_4_PRS
27190,282340,509583,753769,1003936,10100000000_1_4_AC1
1364,14164,25564,37814,50364,10100000000_1_4_WTF
36805,382181,689783,1020319,1358950,10100000000_1_4_CV1
29060,301754,544623,805600,1072968,10100000000_1_4_GYR
66059,685963,1238065,1831333,2439129,10100000000_1_4_CTR
66603,691609,1248254,1846405,2459203,10100000000_1_4_CTB
37189,386176,696993,1030984,1373155,10100000000_1_4_VRY
37473,567857,1201563,1922517,2356468,10100000000_1_5_SMG
831,12381,26181,41881,51331,10100000000_1_5_PRS
16272,246571,521733,834780,1023206,10100000000_1_5_AC1
831,12381,26181,41881,51331,10100000000_1_5_WTF
22007,333490,705651,1129052,1383901,10100000000_1_5_CV1
17678,263377,556939,890919,1091945,10100000000_1_5_GYR
40251,599695,1268121,2028578,2486304,10100000000_1_5_CTR
39879,604308,1278690,2045923,2507728,10100000000_1_5_CTB
22267,337429,713987,1142389,1400249,10100000000_1_5_VRY
79011,645982,1201476,1768447,2349191,10100000000_2_1_SMG
1738,14087,26187,38537,51187,10100000000_2_1_PRS
34617,280741,521882,768005,1020107,10100000000_2_1_AC1
1738,14087,26187,38537,51187,10100000000_2_1_WTF
46425,379559,705950,1039084,1380311,10100000000_2_1_CV1
36937,299557,556860,819479,1088478,10100000000_2_1_GYR
84066,681772,1267378,1865084,2477309,10100000000_2_1_CTR
84047,687158,1278060,1881171,2498932,10100000000_2_1_CTB
46931,383702,713655,1050426,1395377,10100000000_2_1_VRY
80948,672909,1202922,1769645,2329484,10100000000_2_2_SMG
1764,14664,26214,38564,50764,10100000000_2_2_PRS
35215,292737,523308,769850,1013398,10100000000_2_2_AC1
1764,14664,26214,38564,50764,10100000000_2_2_WTF
47203,395543,707428,1040916,1370354,10100000000_2_2_CV1
37516,311864,557502,820153,1079614,10100000000_2_2_GYR
85373,709693,1268677,1866378,2456821,10100000000_2_2_CTR
86134,716019,1279987,1883017,2478723,10100000000_2_2_CTB
48107,399909,714894,1051696,1384407,10100000000_2_2_VRY
69316,671047,1213064,1761971,2320065,10100000000_2_3_SMG
1524,14624,26424,38374,50525,10100000000_2_3_PRS
30448,292165,527911,766653,1009391,10100000000_2_3_AC1
1510,14610,26410,38360,50510,10100000000_2_3_WTF
40770,394689,713486,1036336,1364589,10100000000_2_3_CV1
32038,310157,560677,814381,1072332,10100000000_2_3_GYR
73142,708091,1280030,1859240,2448143,10100000000_2_3_CTR
73764,714111,1290911,1875044,2468953,10100000000_2_3_CTB
41182,398685,720711,1046830,1378407,10100000000_2_3_VRY
80950,633918,1196065,1778862,2354776,10100000000_2_4_SMG
1764,13814,26064,38764,51315,10100000000_2_4_PRS
35452,277620,523807,779039,1031255,10100000000_2_4_AC1
1764,13814,26064,38764,51315,10100000000_2_4_WTF
47534,372239,702333,1044554,1382732,10100000000_2_4_CV1
37532,293910,554544,824751,1091768,10100000000_2_4_GYR
85420,668924,1262114,1877094,2484810,10100000000_2_4_CTR
86157,674696,1273004,1893291,2506251,10100000000_2_4_CTB
48070,376435,710251,1056329,1398320,10100000000_2_4_VRY
47928,614888,1145122,1806193,2301996,10100000000_2_5_SMG
1044,13394,24944,39344,50144,10100000000_2_5_PRS
20625,268152,499645,788259,1004719,10100000000_2_5_AC1
1045,13400,24955,39360,50165,10100000000_2_5_WTF
27754,360836,672342,1060713,1351991,10100000000_2_5_CV1
22209,284921,530615,836936,1066676,10100000000_2_5_GYR
50575,648847,1208364,1905944,2429129,10100000000_2_5_CTR
51005,654358,1218627,1922132,2449761,10100000000_2_5_CTB
28095,365265,680595,1073733,1368587,10100000000_2_5_VRY
25904,595410,1153435,1711459,2173035,10100000000_3_1_SMG
564,12964,25114,37265,47314,10100000000_3_1_PRS
11353,260958,505531,750103,952404,10100000000_3_1_AC1
564,12964,25114,37265,47314,10100000000_3_1_WTF
15201,349391,676844,1004296,1275152,10100000000_3_1_CV1
12000,275815,534311,792808,1006626,10100000000_3_1_GYR
27319,627938,1216448,1804958,2291750,10100000000_3_1_CTR
27536,632936,1226130,1819323,2309990,10100000000_3_1_CTB
15384,353605,685007,1016409,1290532,10100000000_3_1_VRY
82166,637280,1199275,1763564,2314090,10100000000_3_2_SMG
1791,13892,26141,38441,50441,10100000000_3_2_PRS
35763,277371,521975,767578,1007190,10100000000_3_2_AC1
1791,13890,26138,38436,50434,10100000000_3_2_WTF
47875,374226,704623,1036368,1360022,10100000000_3_2_CV1
38152,295900,556844,818853,1074471,10100000000_3_2_GYR
86692,672380,1265329,1860697,2441545,10100000000_3_2_CTR
87441,678188,1276259,1876770,2462635,10100000000_3_2_CTB
48851,378887,713015,1048506,1375815,10100000000_3_2_VRY
43027,598652,1154276,1723677,2274709,10100000000_3_3_SMG
937,13037,25137,37537,49537,10100000000_3_3_PRS
18748,260842,502936,751032,991125,10100000000_3_3_AC1
937,13034,25131,37527,49524,10100000000_3_3_WTF
25267,351544,677820,1012187,1335767,10100000000_3_3_CV1
19946,277516,535085,799041,1054481,10100000000_3_3_GYR
45374,631314,1217253,1817720,2398817,10100000000_3_3_CTR
45778,636926,1228075,1833880,2420143,10100000000_3_3_CTB
25548,355458,685369,1023459,1350643,10100000000_3_3_VRY
72317,645530,1225622,1769029,2339949,10100000000_3_4_SMG
1577,14077,26727,38577,51027,10100000000_3_4_PRS
31552,281647,534743,771833,1020928,10100000000_3_4_AC1
1577,14077,26727,38577,51027,10100000000_3_4_WTF
42562,379925,721336,1041155,1377168,10100000000_3_4_CV1
33521,299219,568105,819987,1084622,10100000000_3_4_GYR
76314,681204,1293354,1866790,2469261,10100000000_3_4_CTR
76940,686796,1303971,1882115,2489532,10100000000_3_4_CTB
42956,383441,728012,1050792,1389915,10100000000_3_4_VRY
55235,667683,1192966,1777888,2305464,10100000000_3_5_SMG
1204,14554,26004,38754,50254,10100000000_3_5_PRS
23854,288344,515191,767793,995631,10100000000_3_5_AC1
1204,14554,26004,38754,50254,10100000000_3_5_WTF
32465,392429,701163,1044949,1355031,10100000000_3_5_CV1
25602,309475,552946,824061,1068596,10100000000_3_5_GYR
58296,704673,1259057,1876384,2433188,10100000000_3_5_CTR
58743,710083,1268723,1890790,2451869,10100000000_3_5_CTB
32784,396291,708063,1055233,1368367,10100000000_3_5_VRY
41812,643048,1163967,1703244,2283827,20100000000_1_1_SMG
911,14011,25361,37111,49761,20100000000_1_1_PRS
18336,281997,510436,746926,1001531,20100000000_1_1_AC1
911,14011,25361,37111,49761,20100000000_1_1_WTF
24584,378094,684379,1001459,1342825,20100000000_1_1_CV1
19401,298379,540088,790316,1059710,20100000000_1_1_GYR
44085,678012,1227253,1795852,2408002,20100000000_1_1_CTR
44490,684238,1238523,1812342,2430114,20100000000_1_1_CTB
24813,381617,690757,1010791,1355338,20100000000_1_1_VRY
110302,661121,1179809,1723743,2336529,20100000000_1_2_SMG
2403,14403,25703,37553,50903,20100000000_1_2_PRS
48391,290043,517598,756229,1025067,20100000000_1_2_AC1
2403,14403,25703,37553,50903,20100000000_1_2_WTF
64808,388441,693195,1012783,1372825,20100000000_1_2_CV1
